Name,IMO Number,Status,SOx Scrubber 1 Technology Type,SOx Scrubber 1 Retrofit Date,SOx Scrubber Status
Azamara Onward,9187887,In Service,Open Loop,11. Jun 19,Fitted
Apolytares,9419474,In Service,Open Loop,11. Jun 19,Fitted
Ore Tianjin,9807023,In Service,Open Loop,11. Jun 19,Fitted
Ever Liberal,9604160,In Service,Open Loop,10. Jun 19,Fitted
Berge Annapurna,9709532,In Service,Open Loop,10. Jun 19,Fitted
Marlene Oldendorff,9678824,In Service,Open Loop,09. Jun 19,Fitted
Landbridge Glory,9828778,In Service,Open Loop,09. Jun 19,Fitted
Star Virgo,9731432,In Service,Open Loop,09. Jun 19,Fitted
Diamantgracht,9420813,In Service,Open Loop,09. Jun 19,Fitted
Kydon Palace,9204568,In Service,Open Loop,09. Jun 19,Fitted
Star Bianca,9370769,In Service,Open Loop,09. Jun 19,Fitted
Agrari,9389083,In Service,Open Loop,08. Jun 19,Fitted
Maran Helen,9779381,In Service,Open Loop,08. Jun 19,Fitted
Marini,9639529,In Service,Open Loop,07. Jun 19,Fitted
MSC Alghero,9618288,In Service,Hybrid,07. Jun 19,Fitted
Kashima Maru,9552434,In Service,Open Loop,07. Jun 19,Fitted
Star Laura,9328936,In Service,Open Loop,06. Jun 19,Fitted
Mina Oldendorff,9678795,In Service,Open Loop,05. Jun 19,Fitted
Maran Hermes,9761346,In Service,Open Loop,05. Jun 19,Fitted
Kymopolia,9310123,In Service,Open Loop,04. Jun 19,Fitted
Songa Opal,9473913,In Service,Open Loop,04. Jun 19,Fitted
Floyen,9749790,In Service,Hybrid,03. Jun 19,Fitted
Berge Heng Shan,9675949,In Service,Open Loop,03. Jun 19,Fitted
Berge Cho Oyu,9709520,In Service,Open Loop,02. Jun 19,Fitted
Mount Hedland,9512939,In Service,Open Loop,02. Jun 19,Fitted
Galvin,9387762,In Service,Open Loop,02. Jun 19,Fitted
HMM Tacoma,9385001,In Service,Open Loop,02. Jun 19,Fitted
Agnes,9314167,In Service,Open Loop,01. Jun 19,Fitted
Aigaion,9268473,In Service,Open Loop,30. May 19,Fitted
Happy Delta,9551935,In Service,Open Loop,29. May 19,Fitted
Global Adventure,9731585,In Service,Open Loop,29. May 19,Fitted
Cape Rigi,9713064,In Service,Open Loop,28. May 19,Fitted
Nemrut,9439541,In Service,Open Loop,28. May 19,Fitted
Lake Como,9432919,In Service,Open Loop,28. May 19,Fitted
PVT Azura,9423683,In Service,TBC,26. May 19,Fitted
Awobasan Maru,9489510,In Service,Open Loop,25. May 19,Fitted
Ligari,9279513,In Service,Open Loop,25. May 19,Fitted
Star Challenger,9632997,In Service,Open Loop,25. May 19,Fitted
Ever Loyal,9604158,In Service,Open Loop,24. May 19,Fitted
Katie K,9796298,In Service,Open Loop,24. May 19,Fitted
Ever Befit,9784128,In Service,Open Loop,24. May 19,Fitted
Aspasia B,9693408,In Service,Open Loop,23. May 19,Fitted
APL Lion City,9631967,In Service,Hybrid,22. May 19,Fitted
Berge Olympus,9750957,In Service,Open Loop,22. May 19,Fitted
Valano,9370537,In Service,Open Loop,22. May 19,Fitted
Southampton Express,9447885,In Service,Hybrid,22. May 19,Fitted
Jubilant Devotion,9760471,In Service,Open Loop,21. May 19,Fitted
Star Charis,9615418,In Service,Open Loop,20. May 19,Fitted
Owl,9441386,In Service,Open Loop,20. May 19,Fitted
Stolt Concept,9178197,In Service,Open Loop,20. May 19,Fitted
The Diplomat,9659672,In Service,Open Loop,19. May 19,Fitted
KSL Singapore,9719903,In Service,Open Loop,19. May 19,Fitted
Ore Xiamen,9807047,In Service,Open Loop,19. May 19,Fitted
Martha Oldendorff,9678812,In Service,Open Loop,18. May 19,Fitted
STI Guard,9717101,In Service,Open Loop,17. May 19,Fitted
Plata Glory,9384590,In Service,Open Loop,17. May 19,Fitted
Star Sandpiper,9441427,In Service,Open Loop,17. May 19,Fitted
Alba,9493755,In Service,Open Loop,15. May 19,Fitted
Wugang Caifu,9510486,In Service,Open Loop,15. May 19,Fitted
Helena Oldendorff,9718351,In Service,Open Loop,15. May 19,Fitted
Ludwigshafen Express,9613018,In Service,Open Loop,15. May 19,Fitted
Zoey,9624548,In Service,Open Loop,14. May 19,Fitted
Front Discovery,9830109,In Service,Open Loop,14. May 19,Fitted
Happy Dynamic,9551973,In Service,Open Loop,14. May 19,Fitted
Virgen Del Cisne,9428372,In Service,Open Loop,14. May 19,Fitted
White Bay,9274460,In Service,TBC,14. May 19,Fitted
Cape Astra,9435648,In Service,Open Loop,13. May 19,Fitted
Cancun,9587269,In Service,Open Loop,13. May 19,Fitted
CMC Ancud,9681106,In Service,Open Loop,12. May 19,Fitted
North Sea,9760495,In Service,Open Loop,12. May 19,Fitted
Jag Lokesh,9390599,In Service,Open Loop,12. May 19,Fitted
Stolt Island,9414058,In Service,Open Loop,12. May 19,Fitted
Star Renee,9328948,In Service,Open Loop,11. May 19,Fitted
Pan Dream,9539195,In Service,Open Loop,10. May 19,Fitted
Castellani,9602409,In Service,Open Loop,10. May 19,Fitted
Pan Acacia,9510515,In Service,Open Loop,09. May 19,Fitted
Sunny Faranah,9337107,In Service,Open Loop,09. May 19,Fitted
Magnes,9588457,In Service,Open Loop,08. May 19,Fitted
Sarah,9841172,In Service,Open Loop,07. May 19,Fitted
West Bay,9278868,In Service,TBC,07. May 19,Fitted
Maran Athena,9770505,In Service,Open Loop,06. May 19,Fitted
Harmonious,9646845,In Service,Open Loop,05. May 19,Fitted
Star Nighthawk,9441362,In Service,Open Loop,05. May 19,Fitted
Ionic Kleos,9470507,In Service,TBC,03. May 19,Fitted
Madredeus,9520845,In Service,Open Loop,02. May 19,Fitted
Kerry,9243447,In Service,Open Loop,02. May 19,Fitted
Maria Maria,9453767,In Service,Open Loop,01. May 19,Fitted
Jay,9441336,In Service,Open Loop,01. May 19,Fitted
Ever Superb,9300427,In Service,Open Loop,30. Apr 19,Fitted
Hannes Oldendorff,9750402,In Service,Open Loop,30. Apr 19,Fitted
Leviathan,9702546,In Service,Open Loop,29. Apr 19,Fitted
Berge Aconcagua,9447548,In Service,Open Loop,28. Apr 19,Fitted
Astrantia,9477945,In Service,Open Loop,28. Apr 19,Fitted
Songa Diamond,9460459,In Service,Open Loop,28. Apr 19,Fitted
Nautilus I,9298765,In Service,TBC,28. Apr 19,Fitted
Berge Makalu,9709518,In Service,Open Loop,28. Apr 19,Fitted
Hedwig Oldendorff,9742728,In Service,Open Loop,27. Apr 19,Fitted
Star Gwyneth,9301031,In Service,Open Loop,27. Apr 19,Fitted
Magdalena Oldendorff,9638044,In Service,Open Loop,26. Apr 19,Fitted
Sea Maranhao,9575515,In Service,Open Loop,25. Apr 19,Fitted
Pacific 01,9395379,In Service,Open Loop,25. Apr 19,Fitted
Longstone,9848479,In Service,Hybrid,25. Apr 19,Fitted
Neptune Thalassa,9668506,In Service,Open Loop,24. Apr 19,Fitted
Ever Lenient,9604146,In Service,Open Loop,23. Apr 19,Fitted
Berge Toubkal,9750933,In Service,Open Loop,22. Apr 19,Fitted
Star Runner,9441415,In Service,Open Loop,22. Apr 19,Fitted
Sumatera Express,9650444,In Service,Open Loop,21. Apr 19,Fitted
Mercurial Virgo,9651553,In Service,Open Loop,20. Apr 19,Fitted
Danzigergracht,9420796,In Service,Open Loop,20. Apr 19,Fitted
Sea Taurus,9284295,In Service,Open Loop,20. Apr 19,Fitted
HF Zhoushan,9268992,In Service,Open Loop,19. Apr 19,Fitted
TMN Plenitude,9446116,In Service,Open Loop,19. Apr 19,Fitted
Ulsan Express,9613020,In Service,Open Loop,19. Apr 19,Fitted
Torm Hannah,9712864,In Service,Open Loop,18. Apr 19,Fitted
Maha Anosha,9425473,In Service,Open Loop,18. Apr 19,Fitted
MSC Opera,9250464,In Service,Hybrid,18. Apr 19,Fitted
Agia Sofia I,9706786,In Service,Open Loop,17. Apr 19,Fitted
Berge K2,9709506,In Service,Open Loop,17. Apr 19,Fitted
Mount Bolivar,9738832,In Service,Open Loop,17. Apr 19,Fitted
Bosporus,9689691,In Service,Open Loop,17. Apr 19,Fitted
Berge Grossglockner,9750921,In Service,Open Loop,17. Apr 19,Fitted
Hanna Oldendorff,9731614,In Service,Open Loop,17. Apr 19,Fitted
Le Havre Express,9332872,In Service,Open Loop,16. Apr 19,Fitted
Amami,9520821,In Service,Open Loop,16. Apr 19,Fitted
Songa Topaz,9460461,In Service,Open Loop,13. Apr 19,Fitted
Peloreus,9702534,In Service,Open Loop,13. Apr 19,Fitted
Star Martha,9564097,In Service,Open Loop,11. Apr 19,Fitted
MSC Leo VI,9229312,In Service,Open Loop,11. Apr 19,Fitted
PAC Schedar,9443360,In Service,Open Loop,09. Apr 19,Fitted
Luo Jia Shan,9423645,In Service,Open Loop,08. Apr 19,Fitted
Cruise Bonaria,9204063,In Service,Open Loop,07. Apr 19,Fitted
Berge Kosciuszko,9682954,In Service,Open Loop,07. Apr 19,Fitted
Delta Maria,9700691,In Service,Open Loop,06. Apr 19,Fitted
SW North Wind I,9514004,In Service,Open Loop,06. Apr 19,Fitted
Ibis Bulker,9441324,In Service,Open Loop,05. Apr 19,Fitted
Piana,9526332,In Service,Dry,05. Apr 19,Fitted
Regina Oldendorff,9535242,In Service,Open Loop,05. Apr 19,Fitted
Cruise Roma,9351476,In Service,Open Loop,05. Apr 19,Fitted
Star Vega,9520895,In Service,Open Loop,04. Apr 19,Fitted
C. Galaxy,9404924,In Service,Open Loop,03. Apr 19,Fitted
Wiking,9708382,In Service,TBC,02. Apr 19,Fitted
Venus Wealth,9274903,In Service,Open Loop,01. Apr 19,Fitted
The Blacksmith,9659660,In Service,Open Loop,30. Mar 19,Fitted
Star Maria,9401489,In Service,Open Loop,29. Mar 19,Fitted
Erithiani,9442524,In Service,Open Loop,29. Mar 19,Fitted
Flevogracht,9509956,In Service,Open Loop,28. Mar 19,Fitted
COSCO Ashdod,9518335,In Service,Open Loop,28. Mar 19,Fitted
Star Ariadne,9731468,In Service,Open Loop,28. Mar 19,Fitted
Rixta Oldendorff,9598567,In Service,Open Loop,27. Mar 19,Fitted
Grande Atlantico,9130951,In Service,TBC,27. Mar 19,Fitted
Resorts World One,9141077,In Service,Hybrid,25. Mar 19,Fitted
Star Libra,9731444,In Service,Open Loop,24. Mar 19,Fitted
JY River,9845269,In Service,Open Loop,23. Mar 19,Fitted
Berge Logan,9739525,In Service,Open Loop,22. Mar 19,Fitted
Star Royal,9221126,In Service,TBC,21. Mar 19,Fitted
STI Gallantry,9712876,In Service,Open Loop,16. Mar 19,Fitted
COSCO Aqaba,9518359,In Service,Open Loop,13. Mar 19,Fitted
Lila Chios,9286798,In Service,Open Loop,11. Mar 19,Fitted
APL Merlion,9632014,In Service,Hybrid,11. Mar 19,Fitted
Fair Breeze,9419723,In Service,Open Loop,10. Mar 19,Fitted
Damgracht,9420784,In Service,Open Loop,07. Mar 19,Fitted
Maran Harmony,9434412,In Service,Open Loop,07. Mar 19,Fitted
Yelena,9613616,In Service,Open Loop,05. Mar 19,Fitted
Eduardo V,9482653,In Service,Open Loop,02. Mar 19,Fitted
Southern Leader,9783930,In Service,Open Loop,28. Feb 19,Fitted
Neptune Galene,9668491,In Service,Open Loop,27. Feb 19,Fitted
Mount Hermon,9737840,In Service,Open Loop,26. Feb 19,Fitted
Burri,9787948,In Service,Open Loop,26. Feb 19,Fitted
Navigator of the Seas,9227508,In Service,Hybrid,23. Feb 19,Fitted
Panda,9296212,In Service,Open Loop,21. Feb 19,Fitted
Grande Dakar,9680724,In Service,Open Loop,21. Feb 19,Fitted
Xinhui Express,9497373,In Service,Open Loop,19. Feb 19,Fitted
Festos Palace,9220342,In Service,Open Loop,16. Feb 19,Fitted
Ever Laden,9595448,In Service,Open Loop,15. Feb 19,Fitted
Pelican Island,9668922,In Service,Open Loop,12. Feb 19,Fitted
Deltagracht,9420801,In Service,Open Loop,11. Feb 19,Fitted
Wei He,9601091,In Service,Open Loop,06. Feb 19,Fitted
Mount Uluru,9675638,In Service,Open Loop,04. Feb 19,Fitted
Kalimantan Express,9650432,In Service,Open Loop,03. Feb 19,Fitted
Star Marisa,9731456,In Service,Open Loop,03. Feb 19,Fitted
Thalassini Avra,9500704,In Service,Open Loop,30. Jan 19,Fitted
Hero,9216808,In Service,TBC,29. Jan 19,Fitted
Grendi Futura,9687306,In Service,Open Loop,29. Jan 19,Fitted
Star Eleni,9712668,In Service,Open Loop,26. Jan 19,Fitted
Navig8 Constellation,9489118,In Service,Open Loop,26. Jan 19,Fitted
Maran Penelope,9402914,In Service,Open Loop,25. Jan 19,Fitted
Cooper Island,9668910,In Service,Open Loop,25. Jan 19,Fitted
Ever Beady,9786982,In Service,Open Loop,24. Jan 19,Fitted
Petrel,9278624,In Service,Open Loop,24. Jan 19,Fitted
Oraholm,9336696,In Service,Closed Loop,23. Jan 19,Fitted
Delta Mariner,9579573,In Service,Open Loop,22. Jan 19,Fitted
Galata Seaways,9422134,In Service,Hybrid,21. Jan 19,Fitted
Star Pauline,9479890,In Service,Open Loop,20. Jan 19,Fitted
Valentine,9585596,In Service,Open Loop,20. Jan 19,Fitted
ES Blue Sea,9345609,In Service,Open Loop,18. Jan 19,Fitted
Libra Trader,9562673,In Service,Open Loop,18. Jan 19,Fitted
Crystal Sunrise,9631682,In Service,Open Loop,15. Jan 19,Fitted
Stelios T,9571430,In Service,Open Loop,13. Jan 19,Fitted
Maran Plato,9399507,In Service,Open Loop,13. Jan 19,Fitted
Anika,9461714,In Service,Open Loop,12. Jan 19,Fitted
Mykines,9121998,In Service,Open Loop,12. Jan 19,Fitted
Hawk,8616556,In Service,TBC,11. Jan 19,Fitted
Cruise Ausonia,9227429,In Service,Open Loop,10. Jan 19,Fitted
True Neptune,9778416,In Service,Open Loop,08. Jan 19,Fitted
Maran Sailor,9345764,In Service,Open Loop,02. Jan 19,Fitted
Magnolia,9258519,In Service,Open Loop,31. Dec 18,Fitted
Marine Glory,9606754,In Service,Open Loop,31. Dec 18,Fitted
Gulf Huwaylat,9359870,In Service,Hybrid,29. Dec 18,Fitted
MSC Bettina,9399038,In Service,Hybrid,29. Dec 18,Fitted
CMA CGM Jules Verne,9454450,In Service,Hybrid,23. Dec 18,Fitted
Ever Balmy,9786944,In Service,Open Loop,22. Dec 18,Fitted
Torm Lotte,9392468,In Service,Open Loop,21. Dec 18,Fitted
C. Majesty,9402990,In Service,Open Loop,20. Dec 18,Fitted
AIDAbella,9362542,In Service,Open Loop,19. Dec 18,Fitted
Dijksgracht,9420772,In Service,Open Loop,18. Dec 18,Fitted
Costa Diadema,9636888,In Service,Open Loop,14. Dec 18,Fitted
Lady Hester,9467249,In Service,Open Loop,13. Dec 18,Fitted
AIDAsol,9490040,In Service,Open Loop,12. Dec 18,Fitted
Star Nicole,9673783,In Service,Open Loop,11. Dec 18,Fitted
Elandra Eagle,9792474,In Service,Open Loop,10. Dec 18,Fitted
Marine Wisdom,9606766,In Service,Open Loop,08. Dec 18,Fitted
Maran Pythia,9402902,In Service,Open Loop,05. Dec 18,Fitted
Lismore,9848467,In Service,Hybrid,05. Dec 18,Fitted
Swan Atlantic,9790464,In Service,Hybrid,02. Dec 18,Fitted
Adora Mediterranea,9237345,In Service,TBC,01. Dec 18,Fitted
Roseanne,9300544,In Service,Open Loop,30. Nov 18,Fitted
Ever Bliss,9786932,In Service,Open Loop,28. Nov 18,Fitted
Queen Elizabeth,9477438,In Service,Open Loop,26. Nov 18,Fitted
CMA CGM Alexander Von Humboldt,9454448,In Service,Hybrid,24. Nov 18,Fitted
Songa Ruby,9444479,In Service,Open Loop,20. Nov 18,Fitted
Star Leo,9712670,In Service,Open Loop,19. Nov 18,Fitted
Maran Elegance,9648295,In Service,Open Loop,18. Nov 18,Fitted
Happy Dover,9551959,In Service,Open Loop,18. Nov 18,Fitted
Ital Bonus,9786994,In Service,Open Loop,14. Nov 18,Fitted
MSC Poesia,9387073,In Service,Hybrid,11. Nov 18,Fitted
Ever Birth,9786956,In Service,Open Loop,08. Nov 18,Fitted
Berge Tai Shan,9675937,In Service,Open Loop,31. Oct 18,Fitted
Maran Capricorn,9389019,In Service,Open Loop,31. Oct 18,Fitted
Grande Lagos,9672088,In Service,Open Loop,26. Oct 18,Fitted
Torm Louise,9392482,In Service,Open Loop,22. Oct 18,Fitted
Maran Cleo,9593191,In Service,Open Loop,15. Oct 18,Fitted
Torm Lene,9390769,In Service,Open Loop,02. Oct 18,Fitted
Fagelgracht,9428425,In Service,Open Loop,28. Sep 18,Fitted
Seine Highway,9316311,In Service,Hybrid,26. Sep 18,Fitted
Songa Sapphire,9444467,In Service,Open Loop,24. Sep 18,Fitted
Valentine,9504023,In Service,Open Loop,21. Sep 18,Fitted
Ever Basis,9786968,In Service,Open Loop,21. Sep 18,Fitted
Maran Courage,9593218,In Service,Open Loop,13. Sep 18,Fitted
MSC Jordan III,8918980,In Service,Membrane,05. Sep 18,Fitted
Ital Bonny,9786970,In Service,Open Loop,01. Sep 18,Fitted
Karabakh,9810513,In Service,Open Loop,01. Sep 18,Fitted
Songa Pearl,9444455,In Service,Open Loop,22. Aug 18,Fitted
Marine Crystal,9581708,In Service,Open Loop,22. Aug 18,Fitted
Florijngracht,9428413,In Service,Open Loop,11. Aug 18,Fitted
Akranes,9160774,In Service,Open Loop,10. Aug 18,Fitted
Ever Beamy,9787003,In Service,Open Loop,07. Aug 18,Fitted
Dionne,9814909,In Service,Open Loop,06. Aug 18,Fitted
MSC Ruby,9502960,In Service,Hybrid,29. Jul 18,Fitted
IVY Pearl,9252448,In Service,Open Loop,20. Jul 18,Fitted
Stena Scotia,9121625,In Service,Open Loop,08. Jul 18,Fitted
Kazusa,9513402,In Service,Open Loop,03. Jul 18,Fitted
Sunny River,9337169,In Service,Open Loop,02. Jul 18,Fitted
Gulf Jalmuda,9359894,In Service,Hybrid,30. Jun 18,Fitted
Bao Glory,9457309,In Service,Hybrid,28. Jun 18,Fitted
Gulf Fanatir,9359868,In Service,Hybrid,18. Jun 18,Fitted
Floragracht,9509968,In Service,Open Loop,11. Jun 18,Fitted
Carnival Spirit,9188647,In Service,Open Loop,03. Jun 18,Fitted
Europalink,9319454,In Service,Open Loop,04. May 18,Fitted
Brilliance of the Seas,9195200,In Service,Hybrid,30. Apr 18,Fitted
Star Magnanimus,9731470,In Service,Open Loop,26. Apr 18,Fitted
MSC Lirica,9246102,In Service,Hybrid,05. Apr 18,Fitted
Kattegat,9112765,In Service,Membrane,01. Apr 18,Fitted
Ventura,9333175,In Service,Open Loop,26. Mar 18,Fitted
Sapphire Princess,9228186,In Service,Open Loop,23. Mar 18,Fitted
Zeus Palace,9208071,In Service,Open Loop,12. Mar 18,Fitted
Stena Scandinavica,9235517,In Service,Closed Loop,20. Feb 18,Fitted
Stena Spirit,7907661,In Service,Closed Loop,05. Feb 18,Fitted
Carnival Radiance,9172648,In Service,TBC,19. Jan 18,Fitted
MSC Topaz,9502908,In Service,Hybrid,16. Jan 18,Fitted
Stena Forerunner,9227259,In Service,Open Loop,12. Jan 18,Fitted
Bore Sea,9443554,In Service,Open Loop,10. Jan 18,Fitted
Norrona,9227390,In Service,Open Loop,06. Jan 18,Fitted
Nieuw Amsterdam,9378450,In Service,Open Loop,19. Dec 17,Fitted
Pacific Encounter,9192363,In Service,Open Loop,12. Dec 17,Fitted
MSC Splendida,9359806,In Service,Hybrid,04. Dec 17,Fitted
MSC Orchestra,9320099,In Service,Hybrid,14. Nov 17,Fitted
Arcadia,9226906,In Service,Open Loop,12. Nov 17,Fitted
Orasund,9336701,In Service,Closed Loop,10. Nov 17,Fitted
AIDAblu,9398888,In Service,TBC,09. Nov 17,Fitted
Vizzavona,9138006,In Service,Hybrid,20. Oct 17,Fitted
Carnival Elation,9118721,In Service,Open Loop,06. Oct 17,Fitted
RT Malbec,8007793,In Service,Hybrid,27. Aug 17,Fitted
Bore Bay,9122007,In Service,Open Loop,25. Aug 17,Fitted
Haven,9474151,In Service,Hybrid,19. Aug 17,Fitted
Corona Sea,9357597,In Service,Open Loop,09. Aug 17,Fitted
Glorious Maple,9357925,In Service,TBC,30. Jul 17,Fitted
Stena Foreteller,9214666,In Service,Open Loop,07. Jun 17,Fitted
Celebrity Constellation,9192399,In Service,Hybrid,24. May 17,Fitted
Grandeur of the Seas,9102978,In Service,Hybrid,11. May 17,Fitted
Carnival Breeze,9555723,In Service,Open Loop,28. Apr 17,Fitted
Regal Princess,9584724,In Service,Open Loop,28. Apr 17,Fitted
Mesabi Miner,7390272,In Service,Closed Loop,24. Apr 17,Fitted
Caribbean Princess,9215490,In Service,Open Loop,06. Apr 17,Fitted
NACC Quebec,9546057,In Service,Hybrid,03. Apr 17,Fitted
Norwegian Jade,9304057,In Service,Hybrid,28. Mar 17,Fitted
Carnival Glory,9198367,In Service,Open Loop,09. Mar 17,Fitted
Stena Hollandica,9419163,In Service,Closed Loop,09. Mar 17,Fitted
Carnival Dream,9378474,In Service,Open Loop,09. Feb 17,Fitted
Waasmunster,9659103,In Service,Open Loop,05. Feb 17,Fitted
Tinker Bell,9217242,In Service,Hybrid,08. Jan 17,Fitted
Paul R. Tregurtha,7729057,In Service,Closed Loop,01. Jan 17,Fitted
Hafnia Sea,9357602,In Service,Open Loop,01. Jan 17,Fitted
Grand Princess,9104005,In Service,Open Loop,20. Dec 16,Fitted
Munksund,9429223,In Service,Hybrid,20. Dec 16,Fitted
Carnival Liberty,9278181,In Service,Open Loop,14. Dec 16,Fitted
Matson Anchorage,8419142,In Service,Hybrid,14. Dec 16,Fitted
Celebrity Silhouette,9451094,In Service,Hybrid,01. Dec 16,Fitted
Samuda,9327102,In Service,Hybrid,18. Nov 16,Fitted
Finnfellow,9145164,In Service,Hybrid,14. Nov 16,Fitted
Stena Britannica,9419175,In Service,Closed Loop,14. Nov 16,Fitted
Sarveshwar,9486283,In Service,TBC,01. Nov 16,Fitted
Celebrity Solstice,9362530,In Service,Hybrid,30. Oct 16,Fitted
Nor'easter,9350642,In Service,Hybrid,30. Oct 16,Fitted
Hjordis,9126235,In Service,Hybrid,23. Oct 16,Fitted
Royal Princess,9584712,In Service,Open Loop,07. Oct 16,Fitted
Marjatta,9126247,In Service,Hybrid,17. Sep 16,Fitted
Norwegian Jewel,9304045,In Service,Hybrid,13. Sep 16,Fitted
Oasis of the Seas,9383936,In Service,Hybrid,01. Sep 16,Fitted
Tavastland,9334959,In Service,TBC,21. Aug 16,Fitted
Laura,9126223,In Service,Hybrid,16. Aug 16,Fitted
Queen Mary 2,9241061,In Service,Open Loop,17. Jun 16,Fitted
Norwegian Dawn,9195169,In Service,Hybrid,13. Jun 16,Fitted
James R. Barker,7390260,In Service,Closed Loop,12. Jun 16,Fitted
MSC Meline,9702077,In Service,Hybrid,01. Jun 16,Fitted
Matson Tacoma,8419154,In Service,Hybrid,19. May 16,Fitted
Carnival Sunshine,9070058,In Service,Open Loop,19. May 16,Fitted
Radiance of the Seas,9195195,In Service,Hybrid,14. May 16,Fitted
Celebrity Millennium,9189419,In Service,Hybrid,10. May 16,Fitted
Norwegian Sun,9218131,In Service,Hybrid,08. May 16,Fitted
Carnival Valor,9236389,In Service,Open Loop,07. May 16,Fitted
Ficaria Seaways,9320568,In Service,Hybrid,30. Apr 16,Fitted
Nolhan Ava,9208435,In Service,Membrane,24. Apr 16,Fitted
Jewel of the Seas,9228356,In Service,Hybrid,23. Apr 16,Fitted
Oosterdam,9221281,In Service,Open Loop,17. Apr 16,Fitted
Ciuda de Soller,9137997,In Service,Hybrid,09. Apr 16,Fitted
Carnival Sunrise,9138850,In Service,Open Loop,01. Apr 16,Fitted
Carnival Conquest,9198355,In Service,Open Loop,01. Apr 16,Fitted
American Spirit,7423392,In Service,Closed Loop,30. Mar 16,Fitted
Tunadal,9429235,In Service,Hybrid,19. Mar 16,Fitted
Carnival Splendor,9333163,In Service,Open Loop,18. Mar 16,Fitted
Stena Transporter,9469376,In Service,Closed Loop,14. Mar 16,Fitted
Celebrity Summit,9192387,In Service,Hybrid,10. Mar 16,Fitted
Snoekgracht,9202546,In Service,Open Loop,05. Mar 16,Fitted
Carnival Magic,9378486,In Service,Open Loop,03. Mar 16,Fitted
Liberty of The Seas,9330032,In Service,Hybrid,04. Feb 16,Fitted
Coral Princess,9229659,In Service,Open Loop,30. Jan 16,Fitted
Eos,9132014,In Service,Open Loop,30. Jan 16,Fitted
Statengracht,9288045,In Service,Open Loop,30. Jan 16,Fitted
MSC Preziosa,9595321,In Service,Hybrid,29. Jan 16,Fitted
Akka,9217230,In Service,Hybrid,11. Jan 16,Fitted
Matson Kodiak,8419166,In Service,Hybrid,06. Jan 16,Fitted
Singelgracht,9197375,In Service,Open Loop,01. Jan 16,Fitted
Lee A. Tregurtha,5385625,In Service,Closed Loop,01. Jan 16,Fitted
Enchantment of the Seas,9111802,In Service,Hybrid,01. Jan 16,Fitted
Eurodam,9378448,In Service,Open Loop,19. Dec 15,Fitted
Ruby Princess,9378462,In Service,Open Loop,14. Dec 15,Fitted
Emerald Princess,9333151,In Service,Open Loop,13. Dec 15,Fitted
Commodore Clipper,9201750,In Service,Open Loop,12. Dec 15,Fitted
Mont St. Michel,9238337,In Service,Hybrid,08. Dec 15,Fitted
MSC Fantasia,9359791,In Service,Hybrid,05. Dec 15,Fitted
Balticborg,9267716,In Service,Hybrid,12. Nov 15,Fitted
Sampogracht,9288071,In Service,Open Loop,10. Nov 15,Fitted
Norwegian Gem,9355733,In Service,Hybrid,10. Nov 15,Fitted
Commodore Goodwill,9117985,In Service,Open Loop,02. Nov 15,Fitted
Spaarnegracht,9202558,In Service,Open Loop,01. Nov 15,Fitted
Beltnes,9432206,In Service,Hybrid,01. Nov 15,Fitted
Celebrity Infinity,9189421,In Service,Hybrid,28. Oct 15,Fitted
New England,9298727,In Service,Hybrid,25. Oct 15,Fitted
Stena Transit,9469388,In Service,Closed Loop,12. Oct 15,Fitted
Bothniaborg,9267728,In Service,Hybrid,09. Oct 15,Fitted
Great Eastern,9298739,In Service,Hybrid,03. Oct 15,Fitted
Fitnes,9490105,In Service,Hybrid,19. Sep 15,Fitted
Slotergracht,9197947,In Service,Open Loop,16. Sep 15,Fitted
New Amsterdam,9234082,In Service,Open Loop,11. Sep 15,Fitted
Acadian,9298715,In Service,Hybrid,10. Aug 15,Fitted
Carnival Miracle,9237357,In Service,Open Loop,21. Jul 15,Fitted
Danube Highway,9316309,In Service,Hybrid,14. Jul 15,Fitted
Spuigracht,9202534,In Service,Open Loop,10. Jul 15,Fitted
Scheldegracht,9202510,In Service,Open Loop,16. Jun 15,Fitted
Sluisgracht,9202522,In Service,Open Loop,10. Jun 15,Fitted
East Coast,9298703,In Service,Hybrid,09. Jun 15,Fitted
Stena Vinga,9323699,In Service,TBC,25. May 15,Fitted
Thames Highway,9316294,In Service,Hybrid,23. May 15,Fitted
Island Princess,9230402,In Service,Open Loop,21. May 15,Fitted
Crown Princess,9293399,In Service,Open Loop,15. May 15,Fitted
Finnswan,9336256,In Service,Open Loop,11. May 15,Fitted
Bolette,9188037,In Service,Open Loop,11. May 15,Fitted
Regina Seaways,9458535,In Service,Hybrid,03. May 15,Fitted
Stadiongracht,9202508,In Service,Open Loop,02. May 15,Fitted
Pacific Adventure,9192351,In Service,Open Loop,30. Apr 15,Fitted
Ark Germania,9609952,In Service,Hybrid,22. Apr 15,Fitted
Borealis,9122552,In Service,TBC,20. Apr 15,Fitted
Celebrity Eclipse,9404314,In Service,Hybrid,20. Apr 15,Fitted
Explorer of the Seas,9161728,In Service,Hybrid,19. Apr 15,Fitted
Zuiderdam,9221279,In Service,Open Loop,13. Apr 15,Fitted
Finnmaid,9319466,In Service,Open Loop,09. Apr 15,Fitted
Spiegelgracht,9197911,In Service,Open Loop,07. Apr 15,Fitted
